,task_1,task_1,task_2,task_2,task_3,task_3,task_4,task_4,task_5,task_5,task_6,task_6,task_7,task_7,task_8,task_8,task_9,task_9,task_10,task_10
13130,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Small)']
13131,,,,,,,,,,,,,,,,,,,,
13132,,,,,,,,,,,,,,,,,,,,
13133,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
13134,,,,,,,,,,,,,,,,,,,,
13135,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
13136,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],['Merging (None)'],['Merging (Minor Disturbance)'],,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
13137,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Small)']
13138,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
13139,['Artifact'],['Smooth'],,['Cigar Shaped'],,,,['Merging (None)'],,,,,,,,,,,,
13140,,,,,,,,,,,,,,,,,,,,
13141,,,,,,,,,,,,,,,,,,,,
13142,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
13143,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
13144,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
13145,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
13146,,,,,,,,,,,,,,,,,,,,
13147,,,,,,,,,,,,,,,,,,,,
13148,,,,,,,,,,,,,,,,,,,,
13149,,,,,,,['Merging (Merger)'],['Merging (None)'],,,['No Bar'],['Weak Bar'],,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,,
13150,,,,,,,,,,,,,,,,,,,,
13151,,,,,,,['Merging (Merger)'],['Merging (Major Disturbance)'],,,,,,,,,,,['Central Bulge (Moderate)'],['Central Bulge (None)']
13152,['Smooth'],['Artifact'],['In Between'],,,,['Merging (None)'],,,,,,,,,,,,,
13153,,,,,,,['Merging (Major Disturbance)'],['Merging (None)'],,,['No Bar'],['Strong Bar'],['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Loose)'],,['Spiral Arms (2)'],,
13154,,,,,,,['Merging (None)'],['Merging (Merger)'],,,,,,,,,,,,
13155,['Smooth'],['Artifact'],['In Between'],,,,['Merging (Minor Disturbance)'],,,,,,,,,,,,,
13156,,,,,,,,,,,['No Bar'],['Weak Bar'],,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],['Spiral Arms (4)'],['Spiral Arms (2)'],,
13157,,,,,,,,,,,,,,,,,,,,
13158,,,,,,,,,,,,,,,,,,,,
13159,,,,,,,,,,,,,,,,,,,,
13160,,,,,,,['Merging (Major Disturbance)'],['Merging (None)'],,,,,,,,,,,,
13161,,,,,,,,,,,,,,,,,,,,
13162,,,,,,,,,,,,,,,,,,,,
13163,,,['Round'],['In Between'],,,,,,,,,,,,,,,,
13164,,,,,,,,,,,,,,,,,,,,
13165,,,,,,,,,,,,,,,,,,,,
13166,,,,,,,,,,,,,,,,,,,,
13167,,,,,,,,,,,,,,,,,,,,
13168,,,,,,,,,,,,,,,,,,,,
13169,,,,,,,,,,,,,,,,,,,,
13170,,,,,,,,,,,,,,,,,,,,
13171,,,,,,,,,,,,,,,,,,,,
13172,['Featured or Disk'],['Smooth'],,['Cigar Shaped'],['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,,
13173,,,,,,,,,,,,,,,,,,,,
13174,,,,,,,,,,,,,,,,,,,,
13175,,,,,,,,,,,,,,,,,,,,
13176,,,,,,,,,,,,,,,,,,,,
13177,,,,,,,,,,,,,,,,,,,,
13178,,,['In Between'],['Cigar Shaped'],,,['Merging (None)'],['Merging (Minor Disturbance)'],,,,,,,,,,,,
13179,,,,,,,['Merging (None)'],['Merging (Merger)'],,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],,
13180,,,['In Between'],['Cigar Shaped'],,,,,,,,,,,,,,,,
13181,['Smooth'],['Artifact'],['In Between'],,,,['Merging (None)'],,,,,,,,,,,,,
13182,,,,,,,['Merging (None)'],['Merging (Merger)'],,,,,,,,,,,,
13183,,,,,,,,,,,,,,,,,,,,
13184,,,,,,,,,,,,,,,,,,,,
13185,,,,,,,,,,,,,,,,,,,,
13186,,,,,,,,,,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,,
13187,,,,,,,,,,,,,,,,,,,,
13188,,,,,,,,,,,,,,,,,,,,
13189,,,,,,,,,,,,,,,,,,,,
13190,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,['No Bar'],['Weak Bar'],,,,,['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],,
13191,,,,,,,,,,,,,,,,,,,,
13192,,,,,,,,,,,,,,,,,,,,
13193,,,,,,,,,,,['Weak Bar'],['No Bar'],,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,,
13194,,,,,,,,,,,,,,,,,['Spiral Arms (3)'],['Spiral Arms (2)'],,
13195,,,,,,,,,,,,,,,,,,,,
13196,,,,,,,,,,,,,,,,,,,,
13197,,,,,,,,,,,,,,,,,,,,
13198,,,,,,,,,,,,,,,,,,,,
13199,,,,,,,,,,,,,,,,,,,,
13200,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
13201,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)'],
13202,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
13203,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
13204,,,,,,,,,,,,,,,,,,,,
13205,,,,,,,,,,,,,,,,,,,,
13206,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
13207,,,,,,,,,,,,,,,,,,,,
13208,,,,,,,,,,,,,,,,,,,,
13209,,,,,,,,,,,,,,,,,,,,
13210,,,,,,,,,,,,,,,,,,,,
13211,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],['Merging (None)'],['Merging (Merger)'],,['Bulge (Rounded)'],,,,,,,,,,
13212,,,,,,,,,,,,,,,,,,,,
13213,,,,,,,,,,,,,,,,,,,,
13214,['Smooth'],['Artifact'],['Round'],,,,['Merging (Minor Disturbance)'],,,,,,,,,,,,,
13215,,,,,,,,,,,,,,,,,,,,
13216,,,,,,,,,,,,,,,,,,,['Central Bulge (Small)'],['Central Bulge (Moderate)']
13217,,,,,,,,,,,,,,,,,,,,
13218,,,,,,,,,,,,,,,,,,,,
13219,,,,,,,,,,,,,,,,,,,,
13220,,,,,,,,,,,,,,,,,,,,
13221,,,,,,,,,,,,,,,,,,,,
13222,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
13223,,,['In Between'],['Round'],,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
13224,,,,,,,,,,,,,,,,,,,,
13225,,,,,,,,,,,,,,,,,,,,
13226,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,['Spiral Arms (Yes)'],['Spiral Arms (No)'],['Spiral Winding (Loose)'],,['Spiral Arms (cannot tell)'],,,
13227,,,,,,,,,,,,,,,,,,,,
13228,,,,,,,,,,,,,,,,,,,,
13229,,,,,,,,,,,,,,,,,,,,
13230,,,,,,,['Merging (None)'],['Merging (Merger)'],,,['Weak Bar'],['No Bar'],,,['Spiral Winding (Medium)'],['Spiral Winding (Loose)'],,,,
13231,,,,,,,,,,,,,,,,,,,,
13232,,,['In Between'],['Round'],,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
13233,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (None)']
13234,,,,,,,,,,,,,,,,,,,,
13235,,,,,,,,,,,,,,,,,,,,
13236,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
13237,,,,,,,,,,,,,,,,,,,,
13238,,,,,,,,,,,,,,,,,,,,
13239,,,,,,,,,,,,,,,,,,,,
13240,,,,,,,,,,,,,,,,,,,,
13241,,,,,,,,,,,,,,,,,,,,
13242,,,,,,,,,,,,,,,,,,,,
13243,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
13244,,,,,,,,,,,,,,,,,,,,
13245,,,,,,,,,,,,,,,,,,,,
13246,,,,,,,,,,,,,,,,,,,,
13247,,,,,,,,,,,,,,,,,,,,
13248,,,,,,,,,,,,,,,,,,,,
13249,,,,,,,,,,,,,,,,,,,,
13250,,,,,,,,,,,,,,,,,,,,
13251,,,,,,,,,,,,,,,,,,,,
13252,,,,,,,,,,,,,,,,,,,,
13253,,,,,,,,,,,,,,,,,,,,
13254,,,,,,,,,,,,,,,,,,,,
13255,,,,,,,,,,,,,,,,,,,,
13256,,,,,,,,,,,,,,,,,,,,
13257,,,,,,,,,,,,,,,,,,,,
13258,,,,,,,,,,,,,,,,,,,,
13259,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
13260,,,,,,,,,,,,,,,,,,,,
13261,,,,,,,,,,,,,,,['Spiral Winding (Loose)'],['Spiral Winding (Medium)'],,,,
13262,,,,,,,,,,,,,,,,,,,,
13263,,,,,,,,,,,,,,,,,,,,
13264,,,,,,,,,,,,,,,,,,,,
13265,,,,,,,,,,,,,,,,,,,,
13266,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
13267,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
13268,,,,,,,,,,,,,,,,,,,,
13269,,,,,,,,,,,,,,,,,,,,
13270,,,,,,,,,,,['Strong Bar'],['Weak Bar'],,,,,,,,
13271,,,,,,,,,,,,,,,,,,,,
13272,,,,,,,,,,,,,,,,,,,,
13273,,,,,,,,,,,,,,,,,,,,
13274,,,,,,,,,,,,,,,,,,,,
13275,,,,,,,,,,,,,,,,,,,,
13276,,,,,,,,,,,,,,,,,,,,
13277,,,,,,,,,,,['Weak Bar'],['No Bar'],,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],,,,
13278,,,,,,,,,,,,,,,,,,,,
13279,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
13280,,,,,,,,,,,,,,,,,,,,
13281,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
13282,,,,,,,,,,,,,,,,,,,,
13283,['Featured or Disk'],['Smooth'],,['Cigar Shaped'],['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,,
13284,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
13285,,,,,,,,,,,,,,,,,,,,
13286,,,,,,,,,,,,,,,,,,,,
13287,,,,,,,,,,,,,,,,,,,,
13288,['Smooth'],['Artifact'],['Round'],,,,['Merging (None)'],,,,,,,,,,,,,
13289,,,,,,,,,,,,,,,,,,,,
13290,,,,,,,,,,,,,,,,,,,,
13291,,,,,,,,,,,,,,,,,,,,
13292,,,,,,,,,,,,,,,,,,,,
13293,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
13294,,,,,,,,,,,,,,,,,,,,
13295,,,,,,,,,,,,,,,,,,,,
13296,,,,,,,['Merging (Merger)'],['Merging (None)'],,,['Weak Bar'],['No Bar'],['Spiral Arms (Yes)'],['Spiral Arms (No)'],['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,,
13297,,,,,,,,,,,,,,,,,,,,
13298,,,,,,,['Merging (None)'],['Merging (Merger)'],,,,,,,,,,,,
13299,['Featured or Disk'],['Smooth'],,['Cigar Shaped'],['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,,
13300,,,['In Between'],['Round'],,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
13301,['Artifact'],['Smooth'],,['In Between'],,,,['Merging (None)'],,,,,,,,,,,,
13302,,,,,,,,,,,,,,,,,,,,
13303,,,,,,,,,,,['Strong Bar'],['Weak Bar'],,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],,,,
13304,,,,,,,,,,,,,,,,,,,,
13305,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
13306,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
13307,,,,,,,,,,,,,['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,
13308,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
13309,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Small)']
13310,,,,,,,,,,,,,,,,,,,,
13311,,,,,,,,,,,,,,,,,,,,
13312,,,,,,,,,,,,,,,,,,,,
13313,,,,,,,,,,,,,,,,,,,,
13314,,,,,['Edge On Disk (No)'],['Edge On Disk (Yes)'],['Merging (Minor Disturbance)'],['Merging (None)'],,['Bulge (Rounded)'],['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Loose)'],,['Spiral Arms (2)'],,['Central Bulge (Dominant)'],
13315,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Loose)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
13316,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
13317,,,,,,,,,,,,,,,,,,,,
13318,,,,,,,,,,,,,,,,,,,,
13319,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
13320,,,,,,,,,,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],,
13321,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
13322,,,,,,,,,,,,,,,,,,,,
13323,,,,,,,,,,,,,,,,,,,,
13324,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,['Weak Bar'],['No Bar'],['Spiral Arms (No)'],['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (cannot tell)'],,
13325,,,,,,,,,,,,,,,,,,,,
13326,,,,,,,,,,,,,,,,,,,,
13327,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
13328,,,,,,,,,,,,,,,,,,,,
13329,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
13330,,,,,,,['Merging (Major Disturbance)'],['Merging (None)'],,,,,,,,,['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],,
13331,['Featured or Disk'],['Smooth'],,['In Between'],['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)'],
13332,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
13333,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
13334,,,,,,,,,,,,,,,,,,,,
13335,,,,,,,,,,,,,,,,,,,,
13336,,,,,,,,,,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],['Spiral Arms (3)'],['Spiral Arms (2)'],['Central Bulge (Moderate)'],['Central Bulge (Small)']
13337,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],['Merging (Minor Disturbance)'],['Merging (None)'],,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (None)']
13338,,,,,,,,,,,,,,,,,,,,
13339,,,,,,,,,,,,,,,,,,,,
13340,,,,,,,,,,,,,,,,,,,,
13341,,,,,,,,,,,,,,,,,,,,
13342,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
13343,,,,,,,,,,,,,,,,,,,,
13344,,,,,,,,,,,,,,,,,,,,
13345,,,,,,,,,,,,,,,,,,,,
13346,,,,,,,,,,,,,,,,,,,,
13347,,,,,,,,,,,,,,,,,,,,
13348,,,,,,,,,,,,,,,,,,,,
13349,,,,,,,,,['Bulge (Rounded)'],['Bulge (None)'],,,,,,,,,,
13350,,,,,,,,,,,,,,,,,,,,
13351,,,,,,,['Merging (None)'],['Merging (Minor Disturbance)'],,,,,,,,,,,['Central Bulge (Small)'],['Central Bulge (Moderate)']
13352,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
13353,,,,,,,,,,,,,,,,,,,,
13354,,,,,,,,,,,['Strong Bar'],['Weak Bar'],,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],,,,
13355,,,,,,,,,,,,,,,,,,,,
13356,,,,,,,,,,,,,,,,,,,,
13357,,,,,,,,,,,,,,,,,,,,
13358,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
13359,,,,,,,['Merging (Major Disturbance)'],['Merging (Minor Disturbance)'],,,['Strong Bar'],['No Bar'],['Spiral Arms (Yes)'],['Spiral Arms (No)'],['Spiral Winding (Loose)'],,['Spiral Arms (2)'],,['Central Bulge (Small)'],['Central Bulge (Moderate)']
13360,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],['Merging (Minor Disturbance)'],['Merging (None)'],,,,['Weak Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Moderate)']
13361,,,,,,,,,,,,,,,,,,,,
13362,,,,,,,,,,,,,,,,,,,,
13363,,,,,,,,,,,,,,,,,['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],,
13364,['Smooth'],['Artifact'],['Round'],,,,['Merging (None)'],,,,,,,,,,,,,
13365,,,,,,,,,,,,,,,,,,,,
13366,,,,,,,,,,,,,,,,,,,,
13367,,,,,,,,,,,,,,,,,,,,
13368,['Smooth'],['Artifact'],['In Between'],,,,['Merging (None)'],,,,,,,,,,,,,
13369,,,,,,,,,,,,,,,,,['Spiral Arms (3)'],['Spiral Arms (2)'],['Central Bulge (Moderate)'],['Central Bulge (Small)']
13370,,,,,,,,,,,,,,,,,,,,
13371,,,,,,,,,,,,,,,,,,,,
13372,,,,,,,,,,,,,,,,,,,,
13373,,,,,,,,,,,,,,,,,,,,
13374,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Moderate)']
13375,,,,,,,,,,,,,,,,,,,,
13376,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
13377,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
13378,,,,,,,,,,,['Weak Bar'],['No Bar'],,,['Spiral Winding (Loose)'],['Spiral Winding (Tight)'],['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],,
13379,,,,,,,,,,,,,,,,,['Spiral Arms (More Than 4)'],['Spiral Arms (2)'],,
13380,,,,,,,,,,,,,,,,,,,,
13381,,,['Cigar Shaped'],['In Between'],,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
13382,,,,,,,,,,,,,,,,,,,,
13383,,,,,,,,,,,,,,,,,,,,
13384,,,,,,,,,,,,,,,,,,,,
13385,,,,,,,,,,,,,,,,,,,,
13386,['Artifact'],['Featured or Disk'],,,,['Edge On Disk (Yes)'],,['Merging (Minor Disturbance)'],,['Bulge (None)'],,,,,,,,,,
13387,,,,,,,,,,,,,,,,,,,,
13388,,,,,,,,,,,,,,,,,,,,
13389,,,,,,,,,,,,,,,,,,,,
13390,,,,,,,,,,,,,,,,,,,,
13391,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
13392,,,['Cigar Shaped'],['In Between'],,,,,,,,,,,,,,,,
13393,,,,,,,,,,,,,,,,,,,,
13394,,,,,,,,,,,,,,,,,,,,
13395,,,['In Between'],['Cigar Shaped'],,,,,,,,,,,,,,,,
13396,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
13397,,,,,,,,,,,,,,,,,,,,
13398,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Small)']
13399,,,,,,,,,,,,,,,,,,,,
13400,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Small)']
13401,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
13402,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
13403,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (cannot tell)'],,['Central Bulge (Small)']
13404,,,,,,,['Merging (None)'],['Merging (Merger)'],,,,,,,,,['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],,
13405,,,,,,,,,,,,,,,,,,,,
13406,,,,,,,,,,,,,['Spiral Arms (Yes)'],['Spiral Arms (No)'],['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Small)'],['Central Bulge (None)']
13407,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
13408,,,,,,,,,,,,,,,,,,,,
13409,,,,,,,,,,,['No Bar'],['Weak Bar'],,,,,['Spiral Arms (cannot tell)'],['Spiral Arms (2)'],['Central Bulge (Small)'],['Central Bulge (Moderate)']
13410,,,,,,,,,,,,,,,,,,,,
13411,,,['In Between'],['Round'],,,,,,,,,,,,,,,,
13412,,,,,,,,,,,,,,,,,,,,
13413,,,,,,,,,,,,,,,,,,,,
13414,,,,,,,,,,,,,,,,,,,,
13415,,,,,,,,,,,['Strong Bar'],['No Bar'],,,,,,,,
13416,['Smooth'],['Artifact'],['In Between'],,,,['Merging (Merger)'],,,,,,,,,,,,,
13417,,,,,,,,,,,,,,,,,,,,
13418,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,
13419,,,['In Between'],['Cigar Shaped'],,,,,,,,,,,,,,,,
13420,,,,,,,,,,,,,,,,,,,,
13421,,,,,,,,,,,,,,,,,,,,
13422,,,,,,,,,,,,,,,,,,,,
13423,,,,,,,['Merging (None)'],['Merging (Minor Disturbance)'],,,['No Bar'],['Weak Bar'],['Spiral Arms (Yes)'],['Spiral Arms (No)'],['Spiral Winding (Tight)'],,['Spiral Arms (3)'],,['Central Bulge (Small)'],['Central Bulge (None)']
13424,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
13425,,,,,,,,,,,,,,,,,,,,
13426,,,,,,,,,,,,,,,,,,,,
13427,,,,,,,['Merging (Major Disturbance)'],['Merging (Minor Disturbance)'],,,,,,,,,,,,
13428,,,,,,,,,,,,,,,,,,,,
13429,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],['Merging (Merger)'],['Merging (None)'],,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Small)']
13430,,,,,,,,,,,,,,,,,,,,
13431,,,,,,,,,,,,,,,,,,,,
13432,['Featured or Disk'],['Artifact'],,,['Edge On Disk (Yes)'],,['Merging (None)'],,['Bulge (Rounded)'],,,,,,,,,,,
13433,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (None)']
13434,,,,,,,,,,,,,,,,,,,,
13435,,,,,,,,,,,,,,,,,,,,
13436,['Smooth'],['Artifact'],['In Between'],,,,['Merging (None)'],,,,,,,,,,,,,
13437,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],['Merging (Merger)'],['Merging (None)'],,,,['No Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Medium)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
13438,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (Yes)'],,,,['Bulge (Rounded)'],,,,,,,,,,
13439,,,,,,,,,,,,,,,,,,,,
13440,,,,,,,,,,,,,,,,,,,,
13441,,,,,,,,,,,,,,,,,,,,
13442,,,,,,,,,,,,,,,['Spiral Winding (Medium)'],['Spiral Winding (Tight)'],['Spiral Arms (2)'],['Spiral Arms (cannot tell)'],,
13443,,,,,,,,,,,,,,,,,,,,
13444,['Smooth'],['Featured or Disk'],['Cigar Shaped'],,,['Edge On Disk (Yes)'],,,,['Bulge (None)'],,,,,,,,,,
13445,,,,,,,,,,,,,,,,,,,,
13446,,,,,,,,,,,,,,,['Spiral Winding (Tight)'],['Spiral Winding (Medium)'],['Spiral Arms (3)'],['Spiral Arms (2)'],,
13447,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,,,,,,,,,,
13448,,,,,,,,,,,,,,,,,,,,
13449,,,,,,,,,,,,,,,,,,,,
13450,,,,,,,['Merging (Minor Disturbance)'],['Merging (None)'],,,['No Bar'],['Weak Bar'],,,,,,,['Central Bulge (Moderate)'],['Central Bulge (Small)']
13451,,,,,,,,,,,,,,,,,,,,
13452,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['Weak Bar'],,['Spiral Arms (Yes)'],,['Spiral Winding (Tight)'],,['Spiral Arms (2)'],,['Central Bulge (Moderate)']
13453,,,,,,,['Merging (Merger)'],['Merging (None)'],,,,,,,,,,,,
13454,,,,,,,,,,,,,,,,,,,,
13455,,,,,,,,,,,,,,,,,,,,
13456,,,,,,,,,,,,,,,,,,,,
13457,,,,,,,,,,,,,,,,,,,,
13458,,,,,,,,,,,,,,,,,,,,
13459,['Smooth'],['Featured or Disk'],['Round'],,,['Edge On Disk (No)'],,,,,,['No Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (Small)']
13460,['Smooth'],['Featured or Disk'],['In Between'],,,['Edge On Disk (No)'],,,,,,['Strong Bar'],,['Spiral Arms (No)'],,,,,,['Central Bulge (None)']
13461,,,,,,,['Merging (None)'],['Merging (Merger)'],,,,,,,,,,,,
13462,,,,,,,,,,,,,,,,,,,,
13463,,,,,,,,,,,,,,,,,,,,
13464,,,,,,,,,,,,,,,,,,,,
13465,,,,,,,,,,,,,,,,,,,,
13466,['Featured or Disk'],['Smooth'],,['Cigar Shaped'],['Edge On Disk (Yes)'],,,,['Bulge (None)'],,,,,,,,,,,
